"seq.id","rule.id","assignment.id","worker.id","exs","gloss"
"a33a11b","zip-code","3KAKFY4PGU2PHZV9YN2X05JGNUU3I9","bdad395","""15485"" + ‖ ""15485a"" - ‖ ""abcde"" - ‖ ""abcdef"" - ‖ ""12654"" + ‖ ""84565"" + ‖ ""54156"" + ‖ ""1565"" - ‖ ""545"" - ‖ ""54"" - ‖ ""5"" - ‖ ""545654"" -","String can only be 5-digit numbers"
"bb0e730","suffix-s","3KAKFY4PGU2PHZV9YN2X05JGNUU3I9","bdad395","""sfaushf"" - ‖ ""sfaushs"" + ‖ ""123"" - ‖ ""123s"" +","The string has to end in 's'"
"dff3ecd","delimiters","3KAKFY4PGU2PHZV9YN2X05JGNUU3I9","bdad395","""[djfka;ljkl]"" + ‖ ""[1234556]"" + ‖ ""He[]oworld"" -","Anything inside brackets"
"402a4e5","delimiters","3KB8R4ZV1E7GO3TRNSH0XC4CW8VGBZ","5677665","""[hello]"" + ‖ ""hello"" -","The word has to be in brackets"
"51be3ed","zip-code","3KB8R4ZV1E7GO3TRNSH0XC4CW8VGBZ","5677665","""23654"" +","after the first numbers the next 3 are the next 3 descending numbers"
"a23551a","suffix-s","3KB8R4ZV1E7GO3TRNSH0XC4CW8VGBZ","5677665","""huiooy"" - ‖ ""huiooys"" + ‖ ""96g89hl"" - ‖ ""96g89h1s"" +","if it begins with a letter it must end with a S
if it begins with a number it must end with a number"
"d2f7661","3a","3KB8R4ZV1E7GO3TRNSH0XC4CW8VGBZ","5677665","""aaa"" + ‖ ""ads"" - ‖ ""sss"" - ‖ ""d2daaa"" - ‖ ""a2a2a"" - ‖ ""aaaa"" + ‖ ""aaaaaaaa"" + ‖ ""aaaaaaaaaaaaaaaaaa"" + ‖ ""aa"" - ‖ ""22222222222"" -","it only has ""a"" and must be at least 3 or more"
"0f5e5fa","delimiters","3KB8R4ZV1E7GO3TRNSH0XC4CWAFBGI","d32d2d7","""[sajoafosa]"" + ‖ ""sajoafosa"" - ‖ ""[231]"" + ‖ ""231"" -","if the letter are in brackets they fit, if not they do not fit"
"9eabb06","zip-code","3KB8R4ZV1E7GO3TRNSH0XC4CWAFBGI","d32d2d7","""55555"" + ‖ ""5555"" - ‖ ""555555"" - ‖ ""12345"" +","any 5 digits work, nothing above or below 5 digits"
"e12e476","suffix-s","3KB8R4ZV1E7GO3TRNSH0XC4CWAFBGI","d32d2d7","""tales"" + ‖ ""slate"" - ‖ ""tells"" + ‖ ""s"" + ‖ ""a"" - ‖ ""rented"" - ‖ ""goals"" + ‖ ""reset"" -","any word that ends in ""s"""
"ec8b199","3a","3KB8R4ZV1E7GO3TRNSH0XC4CWAFBGI","d32d2d7","""aaa"" + ‖ ""aaaa"" + ‖ ""aa"" - ‖ ""AAA"" - ‖ ""aaA"" - ‖ ""aaaA"" - ‖ ""aaaaa"" +","use lower case a - 3 times or more ex. aaa aaaa aaaaa aaaaaa aaaaaaa"
"76aae7a","3a","3KKG4CDWKIYHOULAU713XHCJI5394J","3060fe7","""aaa"" + ‖ ""g123456f"" -","Lower case a characters only."
"9eabb06","zip-code","3KKG4CDWKIYHOULAU713XHCJI5394J","3060fe7","""55555"" + ‖ ""5555"" - ‖ ""555555"" - ‖ ""12345"" +","5 characters only"
"ecba21d","delimiters","3KKG4CDWKIYHOULAU713XHCJI5394J","3060fe7","""[IKEA111]"" + ‖ ""[msfsfa%^]"" + ‖ ""z[mdsfsd"" - ‖ ""afsaf]"" - ‖ ""[dsadsad1"" -","Characters must be in brackets."
"f9e86c3","suffix-s","3KKG4CDWKIYHOULAU713XHCJI5394J","3060fe7","""almostanythinggoes"" + ‖ ""xxxxxxxxxxxxxxxxxxxs"" + ‖ ""jhfd8934bndfsu889s"" + ‖ ""xs"" + ‖ ""&fds&hFF4jfdhF9347^zs"" +","No rules in this scenario of strings"
"13ab615","3a","3KMS4QQVK2QB361QILOBEUNQIPOKFC","1d5f4b0","""aaaaaaaa"" + ‖ ""aaaaaaaaaaaaaaaaa"" + ‖ ""xyzpdq"" - ‖ ""AA"" -","The string could be made up of all of the same lowercase letter and the length of the string does not matter."
"51be3ed","suffix-s","3KMS4QQVK2QB361QILOBEUNQIPOKFC","1d5f4b0","""tbjuss"" +","I don't know"
"a23551a","delimiters","3KMS4QQVK2QB361QILOBEUNQIPOKFC","1d5f4b0","""[jho]"" + ‖ ""jho"" - ‖ ""[8ho8902j]"" + ‖ ""8ho8902j"" -","The string can be made up of letters or numbers or a combination of both and is enclosed by [ ]."
"bb0e730","zip-code","3KMS4QQVK2QB361QILOBEUNQIPOKFC","1d5f4b0","""01234"" + ‖ ""012345"" - ‖ ""85235712"" - ‖ ""85235"" + ‖ ""sas14"" -","The string is made up of 5 numbers but not a mix of letters and numbers. It could be sequential or not."
"49bb605","3a","3KV0LJBBH2L3WK62US1LAWTDAIUMRE","68b7f28","""aaa"" + ‖ ""aba"" - ‖ ""bbb"" - ‖ ""aab"" - ‖ ""AAA"" -","The string has to be all lower case a's"
"7632bef","suffix-s","3KV0LJBBH2L3WK62US1LAWTDAIUMRE","68b7f28","""e5tds"" + ‖ ""e5tdt"" -","no symbol,letter or number can repeat in a string"
"c09faf8","zip-code","3KV0LJBBH2L3WK62US1LAWTDAIUMRE","68b7f28","""23456"" + ‖ ""34567"" + ‖ ""85246"" +","the string can only have numbers."
"db12c41","delimiters","3KV0LJBBH2L3WK62US1LAWTDAIUMRE","68b7f28","""[12djdsnr]"" + ‖ ""[3444534]"" + ‖ ""[342423434"" - ‖ ""dfsdfsafggadf]"" -","The string needs to have parentheses on both ends."
"402a4e5","suffix-s","3KWTYT08703ULFQJX9N37I9SIVFL5X","3c71b5a","""lots"" + ‖ ""sneezes"" + ‖ ""breeze"" -","It has to have an s at the end."
"a23551a","zip-code","3KWTYT08703ULFQJX9N37I9SIVFL5X","3c71b5a","""83902"" + ‖ ""82908074"" - ‖ ""hsidk"" -","I don't know."
"c09faf8","3a","3KWTYT08703ULFQJX9N37I9SIVFL5X","3c71b5a","""aaaa"" + ‖ ""aaa"" + ‖ ""bbb"" -","The string must be all a's."
"e12e476","delimiters","3KWTYT08703ULFQJX9N37I9SIVFL5X","3c71b5a","""[]"" + ‖ ""[hello]"" + ‖ ""[hello"" - ‖ ""water]"" - ‖ ""something"" -","The word has to be inside of brackets like this [bracket]"
"0e0608d","3a","3KXIR214I4G6OA0B9YMONU45CZT24K","73d8e70","""aaa"" + ‖ ""asaa"" - ‖ ""AaAa"" - ‖ ""aaaaaaa"" + ‖ ""aa"" -","The string must consist of only lowercase 'a' and must be at least three 'a's long."
"51be3ed","suffix-s","3KXIR214I4G6OA0B9YMONU45CZT24K","73d8e70","""tbjuss"" +","I don't know"
"7db670e","zip-code","3KXIR214I4G6OA0B9YMONU45CZT24K","73d8e70","""12345"" + ‖ ""16321"" + ‖ ""54321"" + ‖ ""1111111111"" - ‖ ""a1bh1sja1"" - ‖ ""c89an127"" - ‖ ""c423p"" -","The string consists of exactly 5 numbers and no letters or punctuation."
"f9e86c3","delimiters","3KXIR214I4G6OA0B9YMONU45CZT24K","73d8e70","""[randomstring]"" + ‖ ""[d]"" + ‖ ""[352334]"" + ‖ ""[3gds7834d]"" + ‖ ""[A6gH7oRB88Rk58]"" + ‖ ""[7f^%jk7F78$0fff-+df]"" +","The string must begin with an opening bracket and end with a closing bracket."
"82b570d","3a","3L2IS5HSFAI1UUJJANBQSM5XM68NUH","98ff766","""AAA"" - ‖ ""aaa"" + ‖ ""1aaa1"" - ‖ ""aa"" -","it must be a set of 3 lowercase letters."
"82b570d","suffix-s","3L2IS5HSFAI1UUJJANBQSM5XM68NUH","98ff766","""letters"" + ‖ ""letter"" -","must be a plural word"
"b2614f0","zip-code","3L2IS5HSFAI1UUJJANBQSM5XM68NUH","98ff766","""54321"" + ‖ ""6452772"" - ‖ ""12345"" +","the numbers must be in sequence"
"ecba21d","delimiters","3L2IS5HSFAI1UUJJANBQSM5XM68NUH","98ff766","""[IKEA111]"" + ‖ ""[msfsfa%^]"" + ‖ ""z[mdsfsd"" - ‖ ""afsaf]"" - ‖ ""[dsadsad1"" -","everything must be inside a set of []"
"0e0608d","delimiters","3L4PIM1GQTG3Q1VGDVPW4RGKJS7YRF","65369e4","""[sjf6s]"" + ‖ ""[skfhme5"" - ‖ ""ksuen]"" - ‖ ""[ABC123]"" + ‖ ""[12345]"" + ‖ ""485jdns"" -","The string must be bracketed on both sides"
"6e119de","zip-code","3L4PIM1GQTG3Q1VGDVPW4RGKJS7YRF","65369e4","""abcde"" - ‖ ""12345"" + ‖ ""123456"" - ‖ ""23456"" + ‖ ""98765"" +","a series of 5 numbers only is correct"
"ebda6ed","suffix-s","3L4PIM1GQTG3Q1VGDVPW4RGKJS7YRF","65369e4","""123456s"" + ‖ ""123456"" - ‖ ""A1B2C3D4F5s"" + ‖ ""A1B2C3D4F5"" -","A series of letters and numbers that are a combination of capital, non-capital, containing letters and numbers"
"fe23a85","3a","3L4PIM1GQTG3Q1VGDVPW4RGKJS7YRF","65369e4","""aaa"" + ‖ ""aaaaaaa"" + ‖ ""aaaaa"" + ‖ ""aaaaaaaaaaaaaaaaa"" + ‖ ""a"" - ‖ ""aa"" -","Must be a series of 3 or more symbols"
"0e0608d","suffix-s","3L4PIM1GQTG3Q1VGDVPW4RGKJS8RY9","48c4e6b","""aerT5s"" + ‖ ""a45gr"" - ‖ ""ds"" + ‖ ""AB45s"" + ‖ ""1234"" - ‖ ""1234s"" +","Any string of letters or numbers that ends in s"
"51be3ed","delimiters","3L4PIM1GQTG3Q1VGDVPW4RGKJS8RY9","48c4e6b","""[thrye]"" +","I don't know"
"6e119de","zip-code","3L4PIM1GQTG3Q1VGDVPW4RGKJS8RY9","48c4e6b","""abcde"" - ‖ ""12345"" + ‖ ""123456"" - ‖ ""23456"" + ‖ ""98765"" +","Any five consecutive numbers"
"b2614f0","3a","3L4PIM1GQTG3Q1VGDVPW4RGKJS8RY9","48c4e6b","""a"" - ‖ ""aa"" - ‖ ""aaa"" + ‖ ""aaaaaaaa"" +","Three or more small  a's"
"13ab615","suffix-s","3L6L49WXW0XYN7JYRHOML17HW9K45N","b311e2d","""kdfknein;kdsf-s"" + ‖ ""4389hfp34r89hdudududs"" + ‖ ""834p9h3qhfdududdu___78934h"" - ‖ ""h9hwp89h32phfhf"" -","I don't know"
"402a4e5","delimiters","3L6L49WXW0XYN7JYRHOML17HW9K45N","b311e2d","""[hello]"" + ‖ ""hello"" -","word must be in parentasis "
"7632bef","3a","3L6L49WXW0XYN7JYRHOML17HW9K45N","b311e2d","""aaa"" + ‖ ""aaaaaa"" + ‖ ""aa"" - ‖ ""aab"" - ‖ ""bbbb"" -","Only a sting of the letter a "
"82b570d","zip-code","3L6L49WXW0XYN7JYRHOML17HW9K45N","b311e2d","""1234"" - ‖ ""12345"" + ‖ ""123456"" -","String must be 5 numbers"
"032d129","delimiters","3L70J4KAZGM8T9E8FOGWWGH91ZEDAD","286c846","""[dog]"" + ‖ ""dog"" - ‖ ""[cat]"" + ‖ ""cat"" - ‖ ""[123]"" + ‖ ""123"" -","The rule is there must be a set of  letters or numbers in between brackets for it to be a string"
"7632bef","zip-code","3L70J4KAZGM8T9E8FOGWWGH91ZEDAD","286c846","""12345"" + ‖ ""1234"" - ‖ ""123456"" - ‖ ""123"" - ‖ ""12"" - ‖ ""34567"" + ‖ ""3456"" -","there must be a set of only five letters or numbers to be a string"
"96ed36e","suffix-s","3L70J4KAZGM8T9E8FOGWWGH91ZEDAD","286c846","""adhegds"" + ‖ ""565656s"" + ‖ ""#$#$gjgs"" + ‖ ""asdsada"" - ‖ ""23232323a"" - ‖ ""34343s3434f"" - ‖ ""#$#$#@#c"" -","set of letters, numbers and/or symbols that ends in a lowercase s"
"a23551a","3a","3L70J4KAZGM8T9E8FOGWWGH91ZEDAD","286c846","""aaaaa"" + ‖ ""aaaaA"" - ‖ ""fjkh"" - ‖ ""aaaaaaaa"" + ‖ ""aa"" -","the rule is there must be five or more of the same lowercase letters to be a string"
"7db670e","3a","3LBXNTKX0RV8MW9KEI38US9HB089XY","9f9703e","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaaaaaaaa"" + ‖ ""abc"" -","The rule is that the string can only contain the letter a."
"9eabb06","delimiters","3LBXNTKX0RV8MW9KEI38US9HB089XY","9f9703e","""[hello]"" + ‖ ""hello]"" - ‖ ""[hello"" - ‖ ""[]hello"" - ‖ ""hello[]"" -","The rule is that the string must start and end with a bracket so that the rest of the string is enclosed between the brackets."
"e12e476","suffix-s","3LBXNTKX0RV8MW9KEI38US9HB089XY","9f9703e","""tales"" + ‖ ""slate"" - ‖ ""tells"" + ‖ ""s"" + ‖ ""a"" - ‖ ""rented"" - ‖ ""goals"" + ‖ ""reset"" -","The rule is that the string is made up of letters and has to end in the letter s."
"e12e476","zip-code","3LBXNTKX0RV8MW9KEI38US9HB089XY","9f9703e","""12345"" + ‖ ""1a234"" - ‖ ""123"" - ‖ ""123456"" - ‖ ""abcde"" - ‖ ""abcdef"" - ‖ ""53412"" + ‖ ""43538"" + ‖ ""6287"" -","The rule is that the string has to be all numbers and has to be 5 characters long."
"a23551a","suffix-s","3LEIZ60CDJZXRR9ZF0RTRDPSJ05Z9K","f84e1b5","""huiooy"" - ‖ ""huiooys"" + ‖ ""96g89hl"" - ‖ ""96g89h1s"" +","Ends wit ""s""."
"c09faf8","3a","3LEIZ60CDJZXRR9ZF0RTRDPSJ05Z9K","f84e1b5","""aaaa"" + ‖ ""aaa"" + ‖ ""bbb"" -","3-4 ""a"" in a row."
"c8cecf0","delimiters","3LEIZ60CDJZXRR9ZF0RTRDPSJ05Z9K","f84e1b5","""[10008]"" +","5 numbers."
"f9e86c3","zip-code","3LEIZ60CDJZXRR9ZF0RTRDPSJ05Z9K","f84e1b5","""01234"" + ‖ ""00000"" + ‖ ""58432"" +","Five numbers."
"844609e","suffix-s","3LJ7UR74RHD2DWP4VHK8FI73NUK4ND","02c2ca5","""fdflbfugls"" + ‖ ""&^*&%GGFs"" + ‖ ""hgfaufy"" - ‖ ""&^%*&%"" -","I think the rule is probably that the string needs to consist of more than 7 characters--the two strings that don't fit contain 7 characters and 6 characters, respectively, while the strings that do fit consist of more than 7 characters."
"ec8b199","3a","3LJ7UR74RHD2DWP4VHK8FI73NUK4ND","02c2ca5","""aaa"" + ‖ ""aaaa"" + ‖ ""aa"" - ‖ ""AAA"" - ‖ ""aaA"" - ‖ ""aaaA"" - ‖ ""aaaaa"" +","I think the rule is that the string must consist of all lower case characters of the same single letter, and there must be at least 3 instances of this letter."
"ec8b199","delimiters","3LJ7UR74RHD2DWP4VHK8FI73NUK4ND","02c2ca5","""[A]"" + ‖ ""[A"" - ‖ ""A]"" - ‖ ""[]"" +","I think the rule is that whatever the string is, it needs to begin with an open bracket and end with a closed bracket."
"f9e86c3","zip-code","3LJ7UR74RHD2DWP4VHK8FI73NUK4ND","02c2ca5","""01234"" + ‖ ""00000"" + ‖ ""58432"" +","I think the rule is that the string must consist of 5 characters that are all numbers."
"7db670e","3a","3LOTDFNYA7Z2Y6V77Z7E25HL5WWWFJ","9807a5d","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaaaaaaaa"" + ‖ ""abc"" -","The string has to be a repeating letter or number."
"7db670e","zip-code","3LOTDFNYA7Z2Y6V77Z7E25HL5WWWFJ","9807a5d","""12345"" + ‖ ""16321"" + ‖ ""54321"" + ‖ ""1111111111"" - ‖ ""a1bh1sja1"" - ‖ ""c89an127"" - ‖ ""c423p"" -","I think a string has to be either numbers or letters but it can't be a mix of both. The numbers also have to be different and cant be the same number repeating."
"82b570d","delimiters","3LOTDFNYA7Z2Y6V77Z7E25HL5WWWFJ","9807a5d","""[asdasd]"" + ‖ ""[]"" + ‖ ""asdasdasd"" - ‖ ""[asdasd"" - ‖ ""asdasdasd]"" -","I think the string has to be inside of the [ ] ."
"96ed36e","suffix-s","3LOTDFNYA7Z2Y6V77Z7E25HL5WWWFJ","9807a5d","""adhegds"" + ‖ ""565656s"" + ‖ ""#$#$gjgs"" + ‖ ""asdsada"" - ‖ ""23232323a"" - ‖ ""34343s3434f"" - ‖ ""#$#$#@#c"" -","The string cannot have any type of pattern in it. It also cannot be a word?"
"51be3ed","delimiters","3LPW2N6LKT2X45DD6NF4Y55BVKO5UN","2c09c38","""[thrye]"" +","Begins and ends with a bracket"
"a33a11b","3a","3LPW2N6LKT2X45DD6NF4Y55BVKO5UN","2c09c38","""a"" - ‖ ""aa"" - ‖ ""aaa"" + ‖ ""aaaa"" + ‖ ""aaaa4"" - ‖ ""546"" -","Has 3 or more ""a"" only"
"ecba21d","suffix-s","3LPW2N6LKT2X45DD6NF4Y55BVKO5UN","2c09c38","""dfdfs"" + ‖ ""wisconsincheese1s"" + ‖ ""trmdsf"" - ‖ ""sdsadsa"" - ‖ ""schoolnows"" +","It ends with ""s"""
"ecba21d","zip-code","3LPW2N6LKT2X45DD6NF4Y55BVKO5UN","2c09c38","""48751"" + ‖ ""12523"" + ‖ ""95638"" + ‖ ""27849"" + ‖ ""39268"" + ‖ ""1411"" - ‖ ""2389"" - ‖ ""124789"" - ‖ ""12"" - ‖ ""1"" - ‖ ""127"" - ‖ ""4783961"" -","having exactly five characters"
"1dc006e","delimiters","3LPW2N6LKT2X45DD6NF4Y55BVL85U9","854bb5e","""[]"" + ‖ ""]["" - ‖ ""[xfeis]"" + ‖ ""]xfeis["" -","must be enclosed"
"82b570d","suffix-s","3LPW2N6LKT2X45DD6NF4Y55BVL85U9","854bb5e","""letters"" + ‖ ""letter"" -","must be plural"
"9eabb06","3a","3LPW2N6LKT2X45DD6NF4Y55BVL85U9","854bb5e","""aaa"" + ‖ ""aaaa"" + ‖ ""abaa"" - ‖ ""aa"" - ‖ ""bbb"" -","i dont know"
"b2614f0","zip-code","3LPW2N6LKT2X45DD6NF4Y55BVL85U9","854bb5e","""54321"" + ‖ ""6452772"" - ‖ ""12345"" +","The numbers must be consecutive"
"0e0608d","3a","3LPW2N6LKT2X45DD6NF4Y55BVL9U5Z","0d9ea57","""aaa"" + ‖ ""asaa"" - ‖ ""AaAa"" - ‖ ""aaaaaaa"" + ‖ ""aa"" -","three or more lower case a"
"1dc006e","zip-code","3LPW2N6LKT2X45DD6NF4Y55BVL9U5Z","0d9ea57","""35487"" + ‖ ""354871"" - ‖ ""asdef"" - ‖ ""1257"" -","5 numbers"
"7632bef","delimiters","3LPW2N6LKT2X45DD6NF4Y55BVL9U5Z","0d9ea57","""[tr567]"" + ‖ ""tr567]"" - ‖ ""[tr567"" - ‖ ""tr567"" -","letters and numbers enclosed in square brackets"
"f9e86c3","suffix-s","3LPW2N6LKT2X45DD6NF4Y55BVL9U5Z","0d9ea57","""almostanythinggoes"" + ‖ ""xxxxxxxxxxxxxxxxxxxs"" + ‖ ""jhfd8934bndfsu889s"" + ‖ ""xs"" + ‖ ""&fds&hFF4jfdhF9347^zs"" +","almost anything goes"
"0e0608d","delimiters","3LRKMWOKB5HMR7O0URCEHQHEDTW2ZU","a921b74","""[sjf6s]"" + ‖ ""[skfhme5"" - ‖ ""ksuen]"" - ‖ ""[ABC123]"" + ‖ ""[12345]"" + ‖ ""485jdns"" -","With numbers before the last digit"
"7632bef","zip-code","3LRKMWOKB5HMR7O0URCEHQHEDTW2ZU","a921b74","""12345"" + ‖ ""1234"" - ‖ ""123456"" - ‖ ""123"" - ‖ ""12"" - ‖ ""34567"" + ‖ ""3456"" -","Based on the number of digit"
"ad928f0","3a","3LRKMWOKB5HMR7O0URCEHQHEDTW2ZU","a921b74","""aaa"" + ‖ ""AAA"" - ‖ ""SSS"" - ‖ ""GGG"" - ‖ ""AaA"" - ‖ ""AAa"" - ‖ ""aaA"" - ‖ ""aaa"" + ‖ ""aaa"" + ‖ ""fff"" -","Based on lower or upper case"
"db12c41","suffix-s","3LRKMWOKB5HMR7O0URCEHQHEDTW2ZU","a921b74","""dfsdfkjnms"" + ‖ ""12475634s"" + ‖ ""sddvcvt56743212s"" + ‖ ""dfgfgfhgfhto"" - ‖ ""ffdgddfg654"" - ‖ ""43434556789"" -","It should be based on the rules and inorder"
"0f5e5fa","suffix-s","3LRKMWOKB5HMR7O0URCEHQHEDUVZ2S","0c9b677","""hihos"" + ‖ ""hiho"" - ‖ ""eeeees"" + ‖ ""eeeee"" -","I don't know"
"7db670e","3a","3LRKMWOKB5HMR7O0URCEHQHEDUVZ2S","0c9b677","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaaaaaaaa"" + ‖ ""abc"" -","different letters, numbers or symbols don't fit. single letter, number or symbols do fit"
"ebda6ed","zip-code","3LRKMWOKB5HMR7O0URCEHQHEDUVZ2S","0c9b677","""12345"" + ‖ ""1234A"" - ‖ ""32146"" + ‖ ""3214B"" - ‖ ""3214!"" - ‖ ""3214@"" -","numbers and letters dont go together"
"f9e86c3","delimiters","3LRKMWOKB5HMR7O0URCEHQHEDUVZ2S","0c9b677","""[randomstring]"" + ‖ ""[d]"" + ‖ ""[352334]"" + ‖ ""[3gds7834d]"" + ‖ ""[A6gH7oRB88Rk58]"" + ‖ ""[7f^%jk7F78$0fff-+df]"" +","anything with the brackets fits"
"1dc006e","3a","3LS2AMNW5FQRKMCEUTRYXA8D9V8OQT","1c7f2c6","""aaa"" + ‖ ""aa"" - ‖ ""aaaa"" + ‖ ""AAA"" - ‖ ""AAAA"" -","has to have at least 3 small a's"
"6e119de","delimiters","3LS2AMNW5FQRKMCEUTRYXA8D9V8OQT","1c7f2c6","""[123456]"" + ‖ ""123456"" - ‖ ""abcdefg"" - ‖ ""[abcdefg]"" +","There has to be brackets [] around the string"
"b2614f0","zip-code","3LS2AMNW5FQRKMCEUTRYXA8D9V8OQT","1c7f2c6","""54321"" + ‖ ""6452772"" - ‖ ""12345"" +","Has to be in order whether going up or down."
"e12e476","suffix-s","3LS2AMNW5FQRKMCEUTRYXA8D9V8OQT","1c7f2c6","""tales"" + ‖ ""slate"" - ‖ ""tells"" + ‖ ""s"" + ‖ ""a"" - ‖ ""rented"" - ‖ ""goals"" + ‖ ""reset"" -","It has to have the letter s at the end"
"032d129","zip-code","3LYA37P8IQNLQPPADJ2FV4W53RWBKL","e28007b","""12345"" + ‖ ""23456"" + ‖ ""37428"" + ‖ ""3457385"" - ‖ ""546932"" - ‖ ""1254"" - ‖ ""1234d"" - ‖ ""12342a"" -","The string must only include 5 numbers."
"13ab615","3a","3LYA37P8IQNLQPPADJ2FV4W53RWBKL","e28007b","""aaaaaaaa"" + ‖ ""aaaaaaaaaaaaaaaaa"" + ‖ ""xyzpdq"" - ‖ ""AA"" -","The string must include only one lower case letter.  It can have any amount of letters."
"b2614f0","suffix-s","3LYA37P8IQNLQPPADJ2FV4W53RWBKL","e28007b","""43353477s"" + ‖ ""3kcn;zkespw"" - ‖ ""kdj../4s"" +","The string must include either one special character or one letter but not both.  The rest must be numbers."
"c8cecf0","delimiters","3LYA37P8IQNLQPPADJ2FV4W53RWBKL","e28007b","""[10008]"" +","The string must include numbers surrounded by brackets."
"1dc006e","delimiters","3LYA37P8IQNLQPPADJ2FV4W53RWKBU","5e61706","""[]"" + ‖ ""]["" - ‖ ""[xfeis]"" + ‖ ""]xfeis["" -","any group of letters with [ ] placed around them."
"3808bfe","zip-code","3LYA37P8IQNLQPPADJ2FV4W53RWKBU","5e61706","""25987"" + ‖ ""587967456"" - ‖ ""21783"" +","a sequence of any 5 numbers in a row."
"7632bef","3a","3LYA37P8IQNLQPPADJ2FV4W53RWKBU","5e61706","""aaa"" + ‖ ""aaaaaa"" + ‖ ""aa"" - ‖ ""aab"" - ‖ ""bbbb"" -","the rule may be three or more subsequent letters that are vowels."
"b2614f0","suffix-s","3LYA37P8IQNLQPPADJ2FV4W53RWKBU","5e61706","""43353477s"" + ‖ ""3kcn;zkespw"" - ‖ ""kdj../4s"" +","a mix of 7 or 8 numbers, letters or characters."
"3808bfe","zip-code","3M0BCWMB8VWCLPJR2XLIJFQ0QY4WB1","219990a","""25987"" + ‖ ""587967456"" - ‖ ""21783"" +","Five characters long"
"7632bef","suffix-s","3M0BCWMB8VWCLPJR2XLIJFQ0QY4WB1","219990a","""e5tds"" + ‖ ""e5tdt"" -","Cannot repeat characters"
"a23551a","3a","3M0BCWMB8VWCLPJR2XLIJFQ0QY4WB1","219990a","""aaaaa"" + ‖ ""aaaaA"" - ‖ ""fjkh"" - ‖ ""aaaaaaaa"" + ‖ ""aa"" -","repeat of same character at least five times"
"a33a11b","delimiters","3M0BCWMB8VWCLPJR2XLIJFQ0QY4WB1","219990a","""dog"" - ‖ ""[dog]"" + ‖ ""5849"" - ‖ ""[5849]"" + ‖ ""dog586"" - ‖ ""[dog586]"" +","Enclosed by brackets"
"9eabb06","delimiters","3M1CVSFP6052IIIDKAMGWFO8KE3AQF","9d0a129","""[hello]"" + ‖ ""hello]"" - ‖ ""[hello"" - ‖ ""[]hello"" - ‖ ""hello[]"" -","in brackets "
"a33a11b","suffix-s","3M1CVSFP6052IIIDKAMGWFO8KE3AQF","9d0a129","""bags"" + ‖ ""9df9f9fjs"" + ‖ ""000s"" + ‖ ""0000"" - ‖ ""cats"" + ‖ ""fd9fd9fd"" -","Ends with S"
"b2614f0","zip-code","3M1CVSFP6052IIIDKAMGWFO8KE3AQF","9d0a129","""54321"" + ‖ ""6452772"" - ‖ ""12345"" +","I don't know"
"ebda6ed","3a","3M1CVSFP6052IIIDKAMGWFO8KE3AQF","9d0a129","""aaa"" + ‖ ""aaas"" -","One letter "
"3808bfe","suffix-s","3M23Y66PO27D8WLNM1U9BA1N6JY6SA","aad42f6","""dogs"" + ‖ ""cat"" -","plural fits and not singular form"
"66584c1","delimiters","3M23Y66PO27D8WLNM1U9BA1N6JY6SA","aad42f6","""[dogs]"" + ‖ ""[cat]"" + ‖ ""[you]"" + ‖ ""dogs"" - ‖ ""cat"" - ‖ ""you"" -","I dont know
"
"b2614f0","zip-code","3M23Y66PO27D8WLNM1U9BA1N6JY6SA","aad42f6","""54321"" + ‖ ""6452772"" - ‖ ""12345"" +","I dont know"
"ecba21d","3a","3M23Y66PO27D8WLNM1U9BA1N6JY6SA","aad42f6","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""aaaaaa"" + ‖ ""aaaaaaa"" + ‖ ""aaaaaaaa"" + ‖ ""aaaaaaaaa"" + ‖ ""a"" - ‖ ""aa"" -","string should contain minimum 3 letter or characters."
"032d129","3a","3M68NM076H717HLA7CU4L0WRKIER68","4bb8b64","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""bbbb"" - ‖ ""ccc"" - ‖ ""aa"" - ‖ ""a"" - ‖ ""aaab"" -","Strings must be at least 2 characters long and can only contain the letter a."
"7db670e","suffix-s","3M68NM076H717HLA7CU4L0WRKIER68","4bb8b64","""aqs"" + ‖ ""p9r12s"" + ‖ ""444444s"" + ‖ ""ddddq"" - ‖ ""sssst"" - ‖ ""yr321a"" -","Strings can be any length of characters, and may include both letters and numbers, but must always end with s."
"ad928f0","zip-code","3M68NM076H717HLA7CU4L0WRKIER68","4bb8b64","""47654"" + ‖ ""76543"" + ‖ ""04812"" + ‖ ""87592"" + ‖ ""345345"" - ‖ ""3568325"" - ‖ ""47845334"" - ‖ ""7656756dfg"" - ‖ ""45ef45f345fd"" - ‖ ""64831"" +","A string is five characters long and contains only numerals."
"b2614f0","delimiters","3M68NM076H717HLA7CU4L0WRKIER68","4bb8b64","""[..,..]"" + ‖ ""as[da]43"" - ‖ ""[x9;''2s]"" +","A strong can be any length, and may contain a combination of letters, numbers, and symbols, but must be surrounded by brackets."
