"assignment.id","worker.id","trial.num","rule.id","rule.desc","example.num","polarity","string","time"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",3,"consonants-only","The string contains only consonants",3,"positive","kdflsjg","1485958366590"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",3,"consonants-only","The string contains only consonants",4,"negative","klgjlsgjksljkglsjgajkdsglj","1485958377270"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[valid]","1485958441366"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","not[valid]","1485958455549"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[best22]","1485958475974"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","(best22)","1485958492525"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","[anythingcouldgohere]","1485958505692"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"positive","[[valid]]","1485958540204"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485958143119"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","aaaa","1485958149881"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"negative","AAA","1485958158799"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","aab","1485958165088"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",2,"zip-code","The string is 5 digits in a row",1,"positive","13685","1485958178835"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",2,"zip-code","The string is 5 digits in a row",2,"positive","99999","1485958186905"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",2,"zip-code","The string is 5 digits in a row",3,"negative","AB67D","1485958192519"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",2,"zip-code","The string is 5 digits in a row",4,"positive","68392","1485958201590"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",2,"zip-code","The string is 5 digits in a row",5,"negative","AGDUL","1485958210401"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",3,"consonants-only","The string contains only consonants",1,"positive","DGHTR","1485958224149"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",3,"consonants-only","The string contains only consonants",2,"positive","SWLKM","1485958233419"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",3,"consonants-only","The string contains only consonants",3,"negative","AUIEO","1485958243257"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",3,"consonants-only","The string contains only consonants",4,"negative","Adghw","1485958255786"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",3,"consonants-only","The string contains only consonants",5,"positive","wrtvc","1485958267299"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[]","1485958284446"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[a]","1485958293830"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[ab74j]","1485958299809"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","[antig","1485958310679"
"3LBXNTKX0RV8MW9KEI38US9H7GA9XS","51aa397",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"negative","nyhng]","1485958320807"
"3LOTDFNYA7Z2Y6V77Z7E25HL1CZFWX","247dc19",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485958403831"
"3LOTDFNYA7Z2Y6V77Z7E25HL1CZFWX","247dc19",2,"zip-code","The string is 5 digits in a row",1,"positive","12345","1485958430640"
"3LOTDFNYA7Z2Y6V77Z7E25HL1CZFWX","247dc19",2,"zip-code","The string is 5 digits in a row",2,"positive","11111","1485958434630"
"3LOTDFNYA7Z2Y6V77Z7E25HL1CZFWX","247dc19",2,"zip-code","The string is 5 digits in a row",3,"negative","1111","1485958460855"
"3LOTDFNYA7Z2Y6V77Z7E25HL1CZFWX","247dc19",3,"consonants-only","The string contains only consonants",1,"positive","qwrty","1485958480661"
"3LOTDFNYA7Z2Y6V77Z7E25HL1CZFWX","247dc19",3,"consonants-only","The string contains only consonants",2,"negative","asking","1485958487438"
"3LOTDFNYA7Z2Y6V77Z7E25HL1CZFWX","247dc19",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[hello world]","1485958502550"
"3LOTDFNYA7Z2Y6V77Z7E25HL1CZFWX","247dc19",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","hello world","1485958511028"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","abc abcd abcde","1485958042760"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","123 1234 12345","1485958078016"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"negative","ABC ABCD ABCDE","1485958088098"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",2,"zip-code","The string is 5 digits in a row",1,"positive","11111","1485958106430"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",2,"zip-code","The string is 5 digits in a row",2,"positive","22222","1485958111241"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",2,"zip-code","The string is 5 digits in a row",3,"negative","12345","1485958116659"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",2,"zip-code","The string is 5 digits in a row",4,"negative","111","1485958126801"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",3,"consonants-only","The string contains only consonants",1,"positive","qwrty","1485958139679"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",3,"consonants-only","The string contains only consonants",2,"negative","aeiou","1485958150831"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",3,"consonants-only","The string contains only consonants",3,"negative","12345=?*'","1485958159373"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[]","1485958178002"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[abcABC123?)*']","1485958187000"
"3LS2AMNW5FQRKMCEUTRYXA8D5C9OQO","112df88",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","abc[ABC]123*'","1485958220562"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485958590214"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","aaaa","1485958601017"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","aaaaa","1485958602957"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",2,"zip-code","The string is 5 digits in a row",1,"positive","12458","1485958615749"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",2,"zip-code","The string is 5 digits in a row",2,"positive","54356","1485958621921"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",2,"zip-code","The string is 5 digits in a row",3,"positive","09797","1485958625181"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",3,"consonants-only","The string contains only consonants",1,"positive","mnrg","1485958636206"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",3,"consonants-only","The string contains only consonants",2,"positive","tgrd","1485958666489"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",3,"consonants-only","The string contains only consonants",3,"positive","kjlksd","1485958670067"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",3,"consonants-only","The string contains only consonants",4,"positive","wsdtgb","1485958675846"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[jlkshdflkgj]","1485958687894"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[jghf]","1485958697780"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[uwptroie]","1485958703095"
"3N8OEVH1FRQOZAZYFGZU85DDQBROOG","7e2d9f0",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[,zbvcnm]","1485958711934"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa01","1485904668838"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","02aaa02","1485904679669"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","1aaa1","1485904696781"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"positive","1234aaa","1485904703825"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",1,"3a","The string is three or more lowercase <code>a</code>'s",5,"positive","21aaa1","1485904718308"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",1,"3a","The string is three or more lowercase <code>a</code>'s",6,"negative","abc01","1485904739435"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",2,"zip-code","The string is 5 digits in a row",1,"positive","12345a","1485904756707"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",2,"zip-code","The string is 5 digits in a row",2,"positive","12345b","1485904767762"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",2,"zip-code","The string is 5 digits in a row",3,"positive","adgera12345dfas","1485904776021"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",2,"zip-code","The string is 5 digits in a row",4,"positive","dd12345a","1485904786716"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",2,"zip-code","The string is 5 digits in a row",5,"negative","1ffg35f","1485904796530"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",3,"consonants-only","The string contains only consonants",1,"negative","aeiou","1485904827453"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",3,"consonants-only","The string contains only consonants",2,"positive","ystvw","1485904855176"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",3,"consonants-only","The string contains only consonants",3,"positive","plqrt","1485904864876"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",3,"consonants-only","The string contains only consonants",4,"negative","aboiyasu","1485904890123"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",3,"consonants-only","The string contains only consonants",5,"positive","rtypwq","1485904905876"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[gahgsd123]","1485904947714"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[123ert534]","1485904960703"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","28734jgsa73","1485904970837"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[jaeg7347fa]","1485904975733"
"3NAPMVF0ZWF37XIUBWKVQ6OFZHE72W","562dbc2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"negative","juae734gr73","1485904982819"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485906708187"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","aca","1485906720979"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"negative","a33","1485906726535"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","fds","1485906729592"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",1,"3a","The string is three or more lowercase <code>a</code>'s",5,"positive","aaaaaaaaaaaa","1485906738152"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",2,"zip-code","The string is 5 digits in a row",1,"positive","12334","1485906757167"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",2,"zip-code","The string is 5 digits in a row",2,"positive","23453","1485906760038"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",2,"zip-code","The string is 5 digits in a row",3,"positive","56344","1485906767384"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",2,"zip-code","The string is 5 digits in a row",4,"negative","2422x","1485906770378"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",2,"zip-code","The string is 5 digits in a row",5,"negative","sdf43","1485906781883"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",3,"consonants-only","The string contains only consonants",1,"positive","cbcgccbgb","1485906819290"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",3,"consonants-only","The string contains only consonants",2,"positive","bbccbbcggbc","1485906827745"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",3,"consonants-only","The string contains only consonants",3,"negative","eeeeeeeeeeee","1485906831869"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",3,"consonants-only","The string contains only consonants",4,"negative","aeiou","1485906836496"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",3,"consonants-only","The string contains only consonants",5,"positive","stvvvst","1485906845205"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[fsdfjhsdfg]","1485906862873"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[234234234]","1485906873429"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","dsfgsdgfsdfgsdf]","1485906878248"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","[fgsdfgsdfgsdfg","1485906882919"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","[t36j54j5]","1485906886503"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"positive","[67567567]","1485906900606"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",7,"negative","fjdjdjjttt6","1485906909414"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",8,"positive","[hamburger66]","1485906923166"
"3O6CYIULED1RHOSX2O2DO5IOBZ6UW3","e91432b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",9,"negative","hfh666","1485906932441"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaaa","1485958165358"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","AAAAA","1485958184106"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",2,"zip-code","The string is 5 digits in a row",1,"positive","12344","1485958204452"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",2,"zip-code","The string is 5 digits in a row",2,"negative","4k3kk","1485958209145"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",2,"zip-code","The string is 5 digits in a row",3,"negative","kkkkk","1485958213042"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",3,"consonants-only","The string contains only consonants",1,"negative","aeiou","1485958227803"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",3,"consonants-only","The string contains only consonants",2,"positive","ccccs","1485958232816"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",3,"consonants-only","The string contains only consonants",3,"positive","bkjnn","1485958246446"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[dkslsl]","1485958264262"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[4939k4k3]","1485958270032"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","3l4k34","1485958275127"
"3OVHNO1VE619UHMGRGWVD98I61NZDW","08af176",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","34k4jh3h3","1485958286343"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485959455894"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","aba","1485959462855"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","aaaaa","1485959468730"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","aabaa","1485959471759"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",1,"3a","The string is three or more lowercase <code>a</code>'s",5,"positive","aaaaaaaaaaaaa","1485959482536"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",1,"3a","The string is three or more lowercase <code>a</code>'s",6,"positive","aaabaaaa","1485959487176"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",1,"3a","The string is three or more lowercase <code>a</code>'s",7,"positive","aaaab","1485959492671"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",2,"zip-code","The string is 5 digits in a row",1,"positive","65461","1485959507258"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",2,"zip-code","The string is 5 digits in a row",2,"negative","165354","1485959512585"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",2,"zip-code","The string is 5 digits in a row",3,"negative","3423","1485959527010"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",2,"zip-code","The string is 5 digits in a row",4,"positive","54742","1485959530277"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",2,"zip-code","The string is 5 digits in a row",5,"positive","11111","1485959537333"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",2,"zip-code","The string is 5 digits in a row",6,"negative","1111","1485959540824"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",3,"consonants-only","The string contains only consonants",1,"positive","tjhwdc","1485959549985"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",3,"consonants-only","The string contains only consonants",2,"negative","fjhet","1485959558210"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",3,"consonants-only","The string contains only consonants",3,"positive","plqsdxcvbnmhg","1485959564741"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",3,"consonants-only","The string contains only consonants",4,"negative","pbfnbddrngdfba","1485959575611"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",3,"consonants-only","The string contains only consonants",5,"negative","ud","1485959590660"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",3,"consonants-only","The string contains only consonants",6,"positive","pl","1485959605222"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",3,"consonants-only","The string contains only consonants",7,"negative","pi","1485959610313"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[adsgadga]","1485959619721"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[ad323^%*%^]","1485959626345"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","[asadfga7823&$%&","1485959635322"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","jdfigqj37842@#%]","1485959641363"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","[d]","1485959649285"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"positive","[1]","1485959655040"
"3P1L2B7AD1PGTPW12OJ2GO9JV6MOLZ","eb13d18",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",7,"positive","[%]","1485959658929"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"negative","aa","1485905771914"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","aaa","1485905778897"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","aaaa","1485905781951"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",2,"zip-code","The string is 5 digits in a row",1,"negative","12456","1485905816641"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",2,"zip-code","The string is 5 digits in a row",2,"positive","12345","1485905823742"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",2,"zip-code","The string is 5 digits in a row",3,"positive","23456","1485905828639"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",2,"zip-code","The string is 5 digits in a row",4,"negative","2334","1485905834206"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",3,"consonants-only","The string contains only consonants",1,"positive","sdf","1485905859003"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",3,"consonants-only","The string contains only consonants",2,"negative","asd","1485905867679"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",3,"consonants-only","The string contains only consonants",3,"negative","esd","1485905873141"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",3,"consonants-only","The string contains only consonants",4,"negative","owr","1485905880877"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",3,"consonants-only","The string contains only consonants",5,"positive","rhn","1485905900404"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"negative","zxcv","1485905934865"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","[alkd","1485905940738"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[]","1485905950150"
"3QHK8ZVMIMIWAV7SYJEGA49KO7WLBL","361ade1",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[lkjh]","1485905955036"
"3QY5DC2MXRKP6262CZSDKHWOGWOFUY","37bd336",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485958419896"
"3QY5DC2MXRKP6262CZSDKHWOGWOFUY","37bd336",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","aab","1485958436602"
"3QY5DC2MXRKP6262CZSDKHWOGWOFUY","37bd336",2,"zip-code","The string is 5 digits in a row",1,"positive","12345","1485958461518"
"3QY5DC2MXRKP6262CZSDKHWOGWOFUY","37bd336",2,"zip-code","The string is 5 digits in a row",2,"negative","1234a","1485958467916"
"3QY5DC2MXRKP6262CZSDKHWOGWOFUY","37bd336",3,"consonants-only","The string contains only consonants",1,"positive","bcfg","1485958487567"
"3QY5DC2MXRKP6262CZSDKHWOGWOFUY","37bd336",3,"consonants-only","The string contains only consonants",2,"negative","bcag","1485958498426"
"3QY5DC2MXRKP6262CZSDKHWOGWOFUY","37bd336",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[aaa]","1485958514557"
"3QY5DC2MXRKP6262CZSDKHWOGWOFUY","37bd336",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","aaa]","1485958533988"
"3QY7M81QH7MYODMK02QZQ2A9GH77KP","a4dd5fc",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaaa","1485959056786"
"3QY7M81QH7MYODMK02QZQ2A9GH77KP","a4dd5fc",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","aaaaa","1485959067445"
"3QY7M81QH7MYODMK02QZQ2A9GH77KP","a4dd5fc",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","aaaaaa","1485959069765"
"3QY7M81QH7MYODMK02QZQ2A9GH77KP","a4dd5fc",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"positive","aaaaaaa","1485959073724"
